adjusted_date,headline,summary
2023-04-19 04:00:00+00:00,"Top 15 Trending Stocks On WallStreetBets As Of Wednesday, Apr. 19, 2023  Via Swaggy Stocks  These Analysts Revise Price Targets On Bank of America Following Upbeat Q1 Results Apple To Rally 15 ? Here Are 10 Other Analyst Forecasts For Wednesday Morgan Stanley Maintains Equal Weight on Bank of America, Raises Price Target to  32 SPY, QQQ  As Earnings Season Gathers Pace, Here's What Options Market Indicates About These ETFs Oppenheimer Maintains Outperform on Bank of America, Raises Price Target to  47 Keefe, Bruyette & Woods Maintains Underperform on Bank of America, Raises Price Target to  29 Citigroup Maintains Neutral on Bank of America, Lowers Price Target to  33 Investor Optimism Declines Following Earnings Reports 'Shallow Recession' Ahead? Bank Of America CEO Brian Moynihan Says 'Everything Points' In That Direction","nan Bank of America Corporation   NYSE  BAC  reported better than expected Q1 results.   	Morgan Stanley raised the price target for  Align Technology, Inc.  NASDAQ  ALGN  from  314 to  383. Morgan Stanley analyst Erin Wright maintained an Overweight rating. Align Technology shares fell 0.9  to  345.00 in pre market trading.   nan   nan nan nan The CNN Money Fear and Greed index showed some decline in overall sentiment among U.S. investors on Tuesday.    U.S stocks closed mostly flat on Tuesday as investors digested the recent batch of earnings reports.  "
2023-04-20 04:00:00+00:00,"Top 15 Trending Stocks On WallStreetBets As Of Thursday, Apr. 20, 2023  Via Swaggy Stocks ",nan
2023-04-23 04:00:00+00:00,Bank of America Unusual Options Activity For April 24, 
2023-04-24 04:00:00+00:00,What's Going On With Bank Of America  BAC  And Wells Fargo  WFC  Shares 10 Financials Stocks With Whale Alerts In Today's Session,"Bank of America Corp  NYSE  BAC  and Wells Fargo &amp  Co  NYSE  WFC  shares are trading lower by 2.35  to  29.06 and 1.57  to  40.80, respectively, Tuesday afternoon.  "
2023-04-26 04:00:00+00:00,Looking At Bank of America's Recent Unusual Options Activity 3 Long Term Brand Bets With A Great Track Record That Display Significant Potential,"  Throughout his legendary investing career, Warren Buffett has always stressed the importance of seeking out companies that have a durable competitive advantage and, similarly, an impenetrable brand moat."
2023-04-29 04:00:00+00:00,"FDIC Works Overtime To Announce A First Republic Takeover By Late Sunday, Reports Say. Rumor Suggests PNC Might Prevail Over Bigger Peers. As First Republic Teeters,  FDIC Asks JPMorgan, PNC And Others To Table Final Bids For Takeover By Sunday, Report Says","  First Republic Bank& 39 s  NYSE FRC  fate appears to have been sealed, and rumors suggest the regional bank will be taken over by the government following which there will be potential suitors "
2023-04-30 04:00:00+00:00,Looking At Bank of America's Recent Unusual Options Activity, 
2023-05-01 04:00:00+00:00,Bank Stocks Are Spiraling Lower Today  What's Going On? 10 Financials Stocks With Whale Alerts In Today's Session What's Going On With Bank Of America  BAC  And Wells Fargo  WFC  Shares,"Several bank stocks are facing significant selling pressure Tuesday on the heels of the First Republic Bank  NYSE  FRC  collapse.   Bank of America Corp  NYSE  BAC  and Wells Fargo &amp  Co  NYSE  WFC  shares are trading lower by 3.74  to  27.96 and 3.91  to  38.81, respectively, Tuesday morning."
2023-05-02 04:00:00+00:00,"10 Financials Stocks Whale Activity In Today's Session Samsung Reportedly Bans OpenAI's ChatGPT, Google Bard, Bing AI  What Are They Afraid Of?",   
2023-05-03 04:00:00+00:00,"Goldman Sachs' Role In Silicon Valley Bank Collapse Under Investigation  Report First Horizon, Western Alliance, Bank of America And Wells Fargo Shares Are Selling Off  What's Going On?",U.S. First Horizon Corp  NYSE  FHN  shares are trading lower Thursday after the company and Toronto Dominion Bank  NYSE  TD  mutually agreed to terminate their 
2023-05-04 04:00:00+00:00,Warren Buffett To Share Wisdom With Berkshire Hathaway Shareholders As Bank Failures Rattle Market,"Billionaire investing legend Warren Buffett is set to host the Berkshire Hathaway, Inc  NYSE  BRK A   NYSE  BRK B  annual shareholder meeting in his hometown of Omaha, Nebraska, on Saturday."
2023-05-07 04:00:00+00:00,Check Out What Whales Are Doing With BAC, 
2023-05-08 04:00:00+00:00,Looking At Bank of America's Recent Unusual Options Activity, 
2023-05-09 04:00:00+00:00,Is ChatGPT A Better Financial Advisor? We're Going To Find Out, 
2023-05-10 04:00:00+00:00,10 Financials Stocks Whale Activity In Today's Session Bank of America Opens Luxembourg Branch,  nan
2023-05-11 04:00:00+00:00,"FDIC Proposes Large Banks Fork Out  15.8B For Clean Up Of SVB, Signature Bank Bank Stocks Were Volatile Thursday  What Happened?",  Several bank stocks were volatile Thursday after the FDIC proposed a plan to charge banks with high uninsured deposits.
2023-05-12 04:00:00+00:00,"3 Worst Performing Sectors  Which Stocks Are Dragging Returns During Debt Ceiling Crisis? 15 Analysts Have This to Say About Bank of America Evercore ISI Group Maintains Outperform on Bank of America, Lowers Price Target to  35",The U.S. stock market got off to a shaky start in May.   nan
2023-05-14 04:00:00+00:00,US Value Stocks Trail Growth Stocks By An Alarming 8  In 2023  Why Is The Value Style Underperforming Again?,"The first four and a half months of 2023 have been broadly positive so far for U.S. stocks, with the S&amp P 500 index, which is closely tracked by the SPDR S&amp P 500 ETF Trust  ARCA  SPY , gaining 8 . "
2023-05-15 04:00:00+00:00,"Bank of America Unusual Options Activity For May 16 Capital One Stock Is Rising After Warren Buffett's Berkshire Hathaway Shuffled Bank Holdings  The Details Warren Buffett Trims Activision Blizzard, Adds Capital One In Q1  What Investors Need To Know",  Capital One Financial Corp  NYSE  COF  shares are trading higher in Monday& 39 s after hours session after Berkshire Hathaway Inc  NYSE  BRK A  NYSE BRK B  took a stake in the fi  
2023-05-16 04:00:00+00:00,"Why Bank of America, Wells Fargo Shares Are Rising Peering Into Bank of America's Recent Short Interest Why Capital One Stock Is Climbing Higher Today",Bank Of America Corp  NYSE  BAC  and Wells Fargo &amp  Co  NYSE  WFC  shares are moving higher Wednesday alongside several other bank names.   Capital One Financial Corp  NYSE  COF  shares are trading higher Tuesday after Berkshire Hathaway took a new stake in the financial services company. 
2023-05-18 04:00:00+00:00,10 Financials Stocks Whale Activity In Today's Session, 
2023-05-21 04:00:00+00:00,Check Out What Whales Are Doing With BAC, 
2023-05-22 04:00:00+00:00,Bank of America Unusual Options Activity For May 23, 
2023-05-23 04:00:00+00:00,10 Financials Stocks Whale Activity In Today's Session, 
2023-05-25 04:00:00+00:00,Value Stocks Hit 15 Month Low Against Growth As AI Fuels Tech's Vengeance Over 2022's Rate Hike Induced Market Fall,"Value stocks fell to a fifteen month low in relation to growth stocks, and are already lagging by more than 20  year to date on the heels of an AI related rally propelling equities in the technology sector. "
2023-05-29 04:00:00+00:00,Check Out What Whales Are Doing With BAC, 
2023-05-30 04:00:00+00:00,Why Bank Of America And Wells Fargo Stocks Are Falling Today,  
2023-05-31 04:00:00+00:00,"BofA CEO Moynihan Says U.S. Consumer Spending Is Slowing  Restaurant Spending Down To 3  YoY Growth From 17   Fed Has 'Won The Battle' By Slowing Consumer Spending  'Loan Growth Will Be Flattish This Quarter'  We'll Pay For Deposits When It Makes Sense To 9 Financials Stocks Whale Activity In Today's Session AI, Tech Fuel Rebound Of Vanguard Growth ETF, Eroding Value's 2022 Outperformance","nan   The surge of artificial intelligence  AI , the supremacy of the internet giants and expectations of the Fed& 39 s tightening cycle nearing its end are propelling growth companies to outperform value stocks."
2023-06-01 04:00:00+00:00,Looking At Bank of America's Recent Unusual Options Activity Elizabeth Warren Wants Consequences For Bank CEOs After SVB Collapse  CEOs Would Have To Pay Back 3 Years' Salary After Failures,   
2023-06-03 04:00:00+00:00,"US Banking Crisis Spurs  756 Billion Capital Surge Into Cash Funds, Says Bank Of America","In a note on Friday, the Bank of America Corp  NYSE  BAC  said that money market funds have witnessed a deluge of more than hal"
2023-06-04 04:00:00+00:00,10 Financials Stocks Whale Activity In Today's Session, 
2023-06-05 04:00:00+00:00,What's Going On With Bank Of America Stock Tuesday Check Out What Whales Are Doing With BAC Megabanks Beware  Regulatory Big Brother Wants a Tighter Leash Amid Recent Bank Failures,       	U.S. regulators are reportedly gearing up to enforce stricter measures on large banks to enhance their financial stability following a series of failures among midsize banks earlier this year.   
2023-06-09 04:00:00+00:00,Capitol Hill to Wall Street  An In Depth Look into Zoe Lofgren's Stock Trading Activity,"Over the past 3 months, House Representative Zoe Lofgren has executed a total of 192 transactions in the stock market, trading a total of  262,192 worth of stock. Of the 192 transactions all of them were sales, leading to them to pull a net total of  262,192 out of the market."
2023-06-10 04:00:00+00:00,Soros Fund Management Chief Executive Says Additional Banks Will Fail  'There Are More Problems Under The Surface',"Dawn Fitzpatrick, the chief executive of the  5.61 billion private investment firm Soros Fund Management, says the crisis in the U.S. banking sector is not yet over, and more failures are on the way. "
2023-06-11 04:00:00+00:00,10 Financials Stocks With Whale Alerts In Today's Session Peter Schiff Stokes Fears With Renewed Warning About Banking System  'It's Insolvent And Would Collapse Without...',"  The banking crisis could have further legs to play out, according to Gold bug Peter Schiff."
2023-06-13 04:00:00+00:00,"If You Invested  1,000 In Berkshire Hathaway When Warren Buffett Became The World's Richest Person, Here's How Much You'd Have Today Citigroup Maintains Neutral on Bank of America, Lowers Price Target to  31","Warren Buffett is one of the richest people in the world, a title he has earned through years of leading Berkshire Hathaway Inc  NYSE  BRK A  NYSE  BRK B  and as one of the most legendary stock pickers of all time.&lt   nan"
2023-06-19 04:00:00+00:00,Looking At Bank of America's Recent Unusual Options Activity How To Earn  500 A Month From AT&T Stock,   
2023-06-21 04:00:00+00:00,"Jerome Powell  Big US Banks Could See 20  Increase In Capital Requirements, 2 More Interest Rate Hikes Could Come In 2023", 
2023-06-25 04:00:00+00:00,Bank of America Unusual Options Activity For June 26, 
2023-06-26 04:00:00+00:00,Fed To Reveal Stress Test Results  23 Banks Expected To Show Resilience After Sector Turmoil Earlier This Year,The U.S. central bank will release stress test results assessing banks& 39  capital resilience in severe economic downturn scenarios on Wednesday. Big U.S. banks are reportedly expected to demonstrate sufficient capital to withstand banking sector turmoil in Federal Reserve stress tests.
2023-06-27 04:00:00+00:00,"Federal Reserve Set To Release Annual Bank Stress Test Results  Here's What To Expect On Wednesday BofA To Open Financial Centers In 9 New Markets By 2026 'Bank Of America To Expand In Four U.S. States, Closing Gap With JPMorgan'   Reuters News Bank Of America CEO Brian Moynihan Says Expects Mild Recession In First Part Of Next Year","In a move to ensure the resilience of the U.S. banking system, the Federal Reserve is set to release the results of its annual stress test on Wednesday. nan nan nan"
2023-06-28 04:00:00+00:00,"Bank of America Passes Stress Test While Overstock.com Gains Attention  Stock Market Highlights Unaddressed Concerns Lurking Behind Fed's Positive Stress Test  The Most Vulnerable US Banks Watching Bank Of America  Traders Circulating TheStreet Alert Saying ""Adding To This Name After Bank Stress Test"" Fed's 2023 Stress Test Results  How Many Of 23 Banks Passed? Bank Stocks Gain After Hours Following Fed Stress Test Showing All 23 Banks Were Well Positioned To Continue Lending In A Severe Recession Bank Of America Shares Spike Following Fed Stress Test Report",    nan   nan nan
2023-06-29 04:00:00+00:00,Analyst Expectations for Bank of America's Future Why Several Bank Stocks Are Moving Higher Thursday,"  Shares of several bank stocks are trading higher Thursday following the Federal Reserve& 39 s stress test results, which showed all 23 banks tested remained above their minimum capital requirements during a hypothetical recession."
2023-06-30 04:00:00+00:00,"RBC Capital Reiterates Outperform on Bank of America, Maintains  35 Price Target Bank Of America's Recent Executive Changes Amid Global Investment Bank Revamp","nan Bank Of America Corp  NYSE  BAC  named Asia Pacific President Jin Su as the region& 39 s head of global markets and appointed leaders for fixed income, currencies, and commodities trading and sales."
2023-07-02 04:00:00+00:00,Looking At Bank of America's Recent Unusual Options Activity, 
2023-07-03 04:00:00+00:00,Bank Of America Began Dialogue With Federal Reserve To Understand Differences In Comprehensive Income Over 9 Quarter Stress Period Between Fed's CCAR Results And Company's Dodd Frank Stress Test Results,nan
2023-07-04 04:00:00+00:00,Peering Into Bank of America's Recent Short Interest Check Out What Whales Are Doing With BAC,   
2023-07-05 04:00:00+00:00,"Bank Of America Stock Is Falling  What's Going On? Samsung Electronics Expects Lowest Quarterly Profits In 14 Years, Exxon Anticipates Lower Natural Gas Prices & Refining Margins To Hit Profits, Bank Of America Boosts Dividend After Stress Test  Today's Top Stories What's Going On With Bank Of America Stock? Bank Of America Announces Plan To Increase Quarterly Dividend From  0.22 To  0.24 Per Share Bank Of America Announces Plan To Boost Quarterly Dividend 9  From  0.22 To  0.24 Per Share",Bank Of America Corp  NYSE  BAC  shares are trading lower Thursday alongside the broader market. Reuters Bank Of America Corp  NYSE  BAC  shares are trading slightly higher after the close Wednesday after the company announced plans to increase its dividend by  nan nan
